Star,RAJ20155,Dec20155,Ep,Vmag,SpType,Dist,pmRA,pmDE,SimbadName
HIP69357,212.94074861111108,-12.612879166666666,2015.5,7.93,K1V    ,23.0,-0.26,-0.18,HIP69357
HIP69414,213.18725555555554,-3.3221555555555553,2015.5,7.05,G0     ,22.2,-0.16,-0.32,HIP69414
HIP69454,213.30617499999997,-56.74073194444444,2015.5,10.2,M2V:   ,11.7,0.36,0.18,HIP69454
HIP69454,213.30617499999997,-56.74073194444444,2015.5,10.2,M2V:   ,11.7,0.36,0.18,HIP69454
HIP69483,213.37123749999998,51.7896548611111,2015.5,4.53,A8IV   ,47.5,0.06,-0.01,HIP69483
HIP69526,213.4852222222222,30.218156944444445,2015.5,8.03,K5     ,17.3,-0.4,0.18,HIP69526
HIP69562,213.58781944444442,-15.356978472222222,2015.5,10.3,K4V    ,26.4,-0.2,-0.17,HIP69562
HIP69671,213.9121256944444,-45.00149861111111,2015.5,6.31,F9V    ,21.0,0.13,-0.14,HIP69671
HIP69673,213.90807430555554,19.16875,2015.5,0.0,K2IIIp ,11.2,-1.09,-2.0,HIP69673
HIP69713,214.04023958333332,51.36782847222222,2015.5,4.75,A9V    ,29.8,-0.15,0.09,HIP69713
HIP69732,214.09455347222223,46.089133333333336,2015.5,4.18,A0sh   ,29.7,-0.19,0.16,HIP69732
HIP69824,214.35200347222218,45.44430972222222,2015.5,10.1,M0     ,18.6,0.05,-0.02,HIP69824
HIP69896,214.55778194444446,-81.00797152777777,2015.5,4.89,A2m... ,42.8,-0.02,-0.07,HIP69896
HIP69962,214.74284930555552,-6.606507638888888,2015.5,9.1,K7V    ,21.5,-0.01,-0.43,HIP69962
HIP69965,214.75132499999998,-25.812785416666667,2015.5,5.87,F7Vw   ,17.7,-0.36,0.37,HIP69965
HIP69972,214.76696875,-59.38434513888889,2015.5,6.66,K3V    ,11.8,-0.45,-0.81,HIP69972
HIP69989,214.81865763888885,13.003964583333333,2015.5,5.41,F5IV   ,26.0,0.11,-0.03,HIP69989
HIP70016,214.89117291666662,-5.151919444444445,2015.5,7.58,K1V    ,20.7,-0.63,-0.12,HIP70016
HIP70035,214.96343819444442,-61.27338402777777,2015.5,5.22,Am     ,48.3,-0.17,-0.09,HIP70035
HIP70218,215.4840895833333,29.627356250000002,2015.5,8.56,K5V    ,14.4,-0.63,-0.31,HIP70218
HIP70319,215.8152319444444,1.2381555555555555,2015.5,6.25,G1V    ,17.5,0.22,-0.48,HIP70319
HIP70400,216.04654444444444,5.820067361111111,2015.5,5.1,A5V    ,46.3,-0.08,0.01,HIP70400
HIP70475,216.23703819444444,8.888577777777778,2015.5,12.2,M:     ,14.3,0.55,0.16,HIP70475
HIP70497,216.29754999999994,51.847861111111115,2015.5,4.04,F7V    ,14.5,-0.24,-0.4,HIP70497
HIP70529,216.43657152777772,23.6094,2015.5,9.77,M1     ,16.7,0.79,-1.12,HIP70529
HIP70536,216.4499722222222,23.612733333333335,2015.5,9.98,M2     ,15.7,0.8,-1.12,HIP70536
HIP70857,217.34244513888885,80.80884652777777,2015.5,6.88,G5     ,19.5,-0.07,-0.13,HIP70857
HIP70865,217.36667708333331,15.541256944444445,2015.5,10.6,M3     ,14.2,-1.05,1.3,HIP70865
GJ551,217.4037041666666,-62.67425763888889,2015.5,11.0,M5.0V  ,1.3,-3.78,0.77,GJ551
HIP70950,217.68426666666664,35.45495833333334,2015.5,8.68,K3V    ,21.9,-0.48,0.2,HIP70950
HIP70952,217.6908708333333,63.18562291666667,2015.5,6.1,F4IV   ,31.7,-0.18,0.01,HIP70952
HIP70956,217.69019513888884,-8.647727777777778,2015.5,9.4,K7V    ,16.5,-1.27,-0.24,HIP70956
HIP71075,218.01877499999998,38.30906597222222,2015.5,3.04,A7IIIva,26.1,-0.12,0.15,HIP71075
HIP71181,218.36913680555557,52.910295138888884,2015.5,7.24,K3V    ,13.4,-0.19,0.25,HIP71181
HIP71253,218.56757499999998,-12.51540277777778,2015.5,11.3,M4     ,6.11,-0.36,0.6,HIP71253
HIP71284,218.67127986111106,29.745875694444447,2015.5,4.47,F3Vwvar,15.4,0.19,0.13,HIP71284
HIP71311,218.7360506944444,33.74828333333333,2015.5,9.54,K8     ,20.3,-0.71,0.24,HIP71311
HIP71395,219.0039145833333,9.74470486111111,2015.5,7.48,K0     ,16.5,0.21,-0.25,HIP71395
GJ559B,219.87199999999999,-60.830545138888894,2015.5,1.34,K0V    ,1.33,-3.6,0.95,GJ559B
GJ559A,219.87729444444443,-60.83065555555556,2015.5,0.01,G2.0V  ,1.33,-3.68,0.48,GJ559A
HIP71743,220.12884236111108,-16.20963819444444,2015.5,7.24,G6V    ,23.5,-0.11,-0.07,HIP71743
HIP71855,220.4695583333333,-75.13957916666668,2015.5,6.73,G5V    ,20.3,0.12,-0.02,HIP71855
HIP71908,220.62538680555554,-64.97654930555557,2015.5,3.18,F1Vp   ,16.4,-0.19,-0.23,HIP71908
HIP71914,220.63873263888885,19.478711805555555,2015.5,9.1,M0     ,22.4,-0.25,-0.15,HIP71914
HIP71957,220.76567361111108,-5.660211111111112,2015.5,3.87,F2III  ,18.6,0.1,-0.32,HIP71957
HIP72044,221.04999999999998,22.18608611111111,2015.5,9.89,M0     ,26.3,0.0,0.12,HIP72044
HIP72146,221.34928402777777,13.844561805555557,2015.5,7.87,K0     ,19.5,-0.23,-0.23,HIP72146
HIP72197,221.49940624999996,-25.443796527777778,2015.5,5.15,F0V+G  ,30.4,-0.15,-0.11,HIP72197
HIP72220,221.561275,1.8926430555555553,2015.5,3.73,A0V    ,39.4,-0.12,-0.02,HIP72220
HIP72237,221.59634236111108,16.490469444444443,2015.5,9.23,K5V    ,17.5,-0.11,-0.92,HIP72237
HIP72312,221.81512986111107,2.702516666666667,2015.5,7.76,G8V    ,19.6,-0.29,-0.08,HIP72312
HIP72493,222.34800902777775,-67.23798888888889,2015.5,7.26,K0V    ,23.9,-0.11,-0.32,HIP72493
HIP72567,222.56677638888885,23.91186875,2015.5,5.86,G2V    ,17.9,0.14,0.03,HIP72567
HIP72603,222.6707236111111,-15.997626388888888,2015.5,5.15,F3V    ,23.6,-0.14,-0.06,HIP72603
HIP72607,222.67604791666665,74.15534513888889,2015.5,2.07,K4IIIva,38.7,-0.03,0.01,HIP72607
HIP72622,222.71884236111111,-16.042138194444444,2015.5,2.75,A3IV   ,23.6,-0.11,-0.07,HIP72622
HIP72659,222.84851041666664,19.099806250000004,2015.5,4.54,G8V+K  ,6.69,0.15,-0.07,HIP72659
HIP72688,222.91241805555555,-24.306785416666667,2015.5,7.81,K3V    ,16.9,-0.94,-0.43,HIP72688
HIP72848,223.34620277777773,19.154259722222218,2015.5,6.0,K2V    ,11.5,-0.44,0.22,HIP72848
HIP72875,223.4178097222222,23.345,2015.5,8.65,K3V    ,22.9,-0.82,0.0,HIP72875
HIP72944,223.62355277777775,16.100025000000002,2015.5,10.1,M2Ve   ,9.81,0.28,-0.12,HIP72944
HIP72944,223.62355277777775,16.100025000000002,2015.5,10.1,M2Ve   ,9.81,0.28,-0.12,HIP72944
HIP73005,223.78929930555552,53.68351111111111,2015.5,7.77,K1V    ,23.9,-0.97,0.48,HIP73005
HIP73100,224.09657430555552,49.626784027777774,2015.5,5.63,F7V    ,24.8,0.11,-0.23,HIP73100
HIP73165,224.29515972222217,-4.347399305555555,2015.5,4.47,F0V    ,27.9,-0.1,-0.15,HIP73165
HIP73184,224.37360486111106,-21.42693125,2015.5,5.72,K4V    ,5.9,1.03,-1.73,HIP73184
HIP73457,225.1806986111111,-11.138233333333334,2015.5,9.49,K7V    ,19.5,-0.02,-0.48,HIP73457
HIP73470,225.2332833333333,45.42860347222222,2015.5,9.15,M0     ,11.6,0.24,0.37,HIP73470
HIP73631,225.76297916666664,-46.293678472222226,2015.5,9.87,K5V    ,24.8,-0.3,-0.01,HIP73631
HIP73633,225.77615763888886,-41.99384722222222,2015.5,8.98,K3V    ,24.3,0.11,-0.2,HIP73633
HIP73695,225.94411944444442,47.65402361111111,2015.5,4.83,G2V+G  ,12.7,-0.44,0.02,HIP73695
HIP73850,226.3913173611111,-30.550294444444443,2015.5,6.48,F6V    ,31.8,0.01,0.08,HIP73850
HIP73996,226.82662916666666,24.86808888888889,2015.5,4.93,F5V    ,19.7,0.18,-0.16,HIP73996
HIP74190,227.39429166666665,3.1698999999999997,2015.5,11.4,M:     ,14.4,-0.6,0.48,HIP74190
HIP74273,227.68503749999996,-61.42228958333333,2015.5,6.29,G3IV   ,24.1,-0.18,-0.01,HIP74273
HIP74395,228.07050902777775,-52.099638194444445,2015.5,3.41,G8III  ,35.6,-0.11,-0.07,HIP74395
HIP74537,228.4535284722222,-1.3547569444444445,2015.5,6.58,K0V    ,17.3,-1.27,-0.5,HIP74537
HIP74666,228.8763722222222,33.31398125,2015.5,3.46,G8III  ,35.7,0.08,-0.11,HIP74666
HIP74689,228.95384236111107,0.3720118055555555,2015.5,5.62,A4V    ,49.5,-0.11,0.01,HIP74689
HIP74702,228.99787916666665,0.7951680555555556,2015.5,6.92,K0     ,15.5,0.18,-0.14,HIP74702
HIP74824,229.37765972222218,-58.80205416666666,2015.5,4.07,A3V    ,29.6,-0.1,-0.14,HIP74824
HIP74926,229.6676145833333,-18.62874652777778,2015.5,10.3,---    ,26.2,0.45,-0.35,HIP74926
HIP74981,229.83739027777773,29.208738194444443,2015.5,10.2,K7     ,28.6,-0.14,0.39,HIP74981
HIP74995,229.8534486111111,-7.722895833333333,2015.5,10.5,M5     ,6.26,-1.22,-0.1,HIP74995
HIP75101,230.1940819444444,-2.4142006944444443,2015.5,6.34,K0V    ,36.9,-0.26,-0.17,HIP75101
HIP75181,230.43950416666664,-48.319386111111115,2015.5,5.65,G2V    ,14.5,-1.62,-0.28,HIP75181
HIP75201,230.5151298611111,-4.777289583333333,2015.5,9.46,K7V    ,18.8,-0.29,-0.01,HIP75201
HIP75253,230.65251249999997,10.65976388888889,2015.5,7.97,K2V    ,21.8,-0.06,-0.2,HIP75253
HIP75266,230.67465833333333,1.4161861111111114,2015.5,8.28,K3V    ,25.4,-0.36,-0.36,HIP75266
HIP75277,230.6934506944444,18.91942777777778,2015.5,7.16,K0     ,20.1,-0.23,0.08,HIP75277
HIP75312,230.80212569444438,30.28656527777778,2015.5,4.99,G2V    ,18.6,0.13,-0.18,HIP75312
HIP75458,231.23243263888884,58.96596805555556,2015.5,3.29,K2III  ,31.3,-0.01,0.02,HIP75458
HIP75542,231.48822638888885,-26.705622916666666,2015.5,8.82,K3/K4V ,24.4,-0.82,-0.01,HIP75542
HIP75718,232.04047152777775,-9.350480555555556,2015.5,6.89,K2V    ,19.8,0.07,-0.36,HIP75718
HIP75722,232.0513722222222,-9.360202777777777,2015.5,7.57,K2V    ,20.8,0.08,-0.36,HIP75722
HIP75761,232.15862777777775,1.8417423611111112,2015.5,5.15,A8IV   ,37.4,-0.08,-0.03,HIP75761
HIP75809,232.2951173611111,80.44907430555556,2015.5,6.57,G8IV-V+,22.0,-0.23,0.11,HIP75809
HIP75829,232.34685138888887,80.45074097222222,2015.5,7.3,G5     ,21.7,-0.22,0.11,HIP75829
HIP76074,233.04580138888886,-41.28249375,2015.5,9.31,M0     ,5.93,-1.18,-1.03,HIP76074
HIP76219,233.54667152777776,10.06289513888889,2015.5,4.61,K1IV   ,28.9,0.31,-0.23,HIP76219
HIP76233,233.58606041666664,-5.694932638888889,2015.5,6.52,F7V    ,25.1,-0.09,0.01,HIP76233
HIP76267,233.67289166666663,26.713838194444442,2015.5,2.22,A0V    ,22.9,0.12,-0.09,HIP76267
HIP76315,233.8344784722222,60.08586666666667,2015.5,8.39,K5     ,19.0,0.17,-0.16,HIP76315
HIP76375,233.98280208333333,39.83144791666667,2015.5,7.65,K3V    ,22.2,-0.45,0.05,HIP76375
HIP76568,234.5681736111111,46.79682638888889,2015.5,5.76,F2V    ,35.7,0.1,-0.1,HIP76568
HIP76602,234.66666666666663,-8.794856944444444,2015.5,6.56,F6IV-V ,22.6,0.0,-0.02,HIP76602
HIP76603,234.6672180555555,-8.791590972222222,2015.5,6.45,F6V    ,24.8,0.02,-0.03,HIP76603
HIP76779,235.1452444444444,-18.04828263888889,2015.5,8.92,K5V    ,15.7,0.16,0.09,HIP76779
HIP76829,235.2963548611111,-44.66292986111111,2015.5,4.64,F5IV-V ,17.5,-0.17,-0.27,HIP76829
HIP76832,235.3244208333333,75.98765833333333,2015.5,12.2,M4     ,13.0,0.78,-0.76,HIP76832
HIP76952,235.6850923611111,26.29589236111111,2015.5,3.81,A1Vs   ,44.4,-0.11,0.05,HIP76952
HIP77052,236.0072305555555,2.5140569444444445,2015.5,5.86,G5V    ,14.6,-0.04,-0.14,HIP77052
HIP77060,236.01813124999995,-15.673181944444442,2015.5,5.41,A6IV   ,45.0,-0.03,-0.06,HIP77060
HIP77070,236.06795902777773,6.425825,2015.5,2.63,K2III  ,22.4,0.13,0.04,HIP77070
HIP77233,236.5475548611111,15.421397222222222,2015.5,3.65,A3V    ,46.9,0.07,-0.04,HIP77233
HIP77257,236.60928402777776,7.352584027777777,2015.5,4.42,G0Vvar ,11.7,-0.23,-0.07,HIP77257
HIP77349,236.8502770833333,10.893963888888887,2015.5,11.2,K:...  ,15.5,-0.33,-0.36,HIP77349
HIP77358,236.86842083333332,-37.91752569444444,2015.5,6.01,G6IV   ,15.2,-0.42,-0.21,HIP77358
HIP77408,237.03837083333332,1.5705215277777778,2015.5,7.44,G8V    ,21.3,-0.18,-0.17,HIP77408
HIP77409,237.04240763888887,74.41186805555556,2015.5,9.24,K5     ,26.3,0.11,-0.3,HIP77409
HIP77464,237.23646458333332,-3.8182659722222216,2015.5,5.53,A5IV   ,49.1,-0.03,0.01,HIP77464
HIP77516,237.40432638888885,-3.430202083333333,2015.5,3.54,A0V    ,47.7,-0.1,-0.03,HIP77516
HIP77574,237.5681861111111,-45.40186875,2015.5,6.11,F0V    ,44.9,0.04,-0.03,HIP77574
HIP77622,237.70504236111108,4.477904166666667,2015.5,3.71,A2m    ,21.5,0.13,0.06,HIP77622
HIP77655,237.80784930555552,35.654864583333335,2015.5,4.79,K0III-I,31.1,-0.01,-0.35,HIP77655
HIP77660,237.81439374999997,-3.0904798611111115,2015.5,5.09,A3Vn   ,48.8,-0.09,-0.03,HIP77660
HIP77725,238.03234791666662,10.872827777777777,2015.5,9.34,M2     ,22.5,-0.27,-0.24,HIP77725
HIP77760,238.1717138888889,42.45563263888889,2015.5,4.6,F9V    ,15.8,0.44,0.63,HIP77760
HIP77801,238.29940624999998,13.192616666666666,2015.5,6.07,G0IV   ,17.4,-0.15,-0.56,HIP77801
HIP77908,238.65845069444444,-26.003493055555555,2015.5,9.2,K5V    ,25.3,-0.23,0.1,HIP77908
HIP77952,238.7845534722222,-63.433249999999994,2015.5,2.83,F2III  ,12.3,-0.19,-0.4,HIP77952
HIP78072,239.11542152777776,15.652766666666666,2015.5,3.85,F6V    ,11.1,0.31,-1.28,HIP78072
HIP78170,239.4178319444444,-42.625446527777775,2015.5,8.06,K5V    ,14.6,-0.26,-0.19,HIP78170
HIP78180,239.4464895833333,54.75046319444445,2015.5,4.96,F0IV   ,33.8,-0.15,0.11,HIP78180
HIP78241,239.62807916666662,27.741743055555556,2015.5,8.02,K0V    ,26.0,-0.78,0.3,HIP78241
HIP78286,239.7684680555555,49.880429166666666,2015.5,6.04,F0IV   ,49.0,0.02,-0.06,HIP78286
HIP78353,239.9738472222222,-8.253190277777778,2015.5,10.4,M0     ,13.9,0.2,-0.02,HIP78353
HIP78459,240.25990277777774,33.298146527777774,2015.5,5.39,G2V    ,17.4,-0.2,-0.77,HIP78459
HIP78662,240.88294166666665,-57.77553888888889,2015.5,4.63,A7IV   ,42.9,-0.12,-0.08,HIP78662
HIP78709,241.0121159722222,25.2594375,2015.5,7.1,G8V    ,21.4,-0.49,0.7,HIP78709
HIP78734,241.09504999999996,-33.061304861111104,2015.5,10.0,---    ,23.2,-0.24,-0.07,HIP78734
HIP78775,241.23282708333332,39.15672569444444,2015.5,6.66,G8V    ,14.3,-0.57,0.05,HIP78775
HIP78843,241.4207708333333,-20.452424999999998,2015.5,7.39,K3/K4V ,18.5,0.3,-0.36,HIP78843
HIP78914,241.62263472222222,-45.17278611111111,2015.5,4.73,Am     ,37.8,0.02,0.04,HIP78914
HIP78913,241.6248826388889,38.62858472222222,2015.5,8.58,K3V    ,23.4,0.23,-0.54,HIP78913
HIP79119,242.24264722222216,36.49312361111111,2015.5,4.73,K0III-I,34.6,-0.04,0.34,HIP79119
HIP79137,242.2984180555555,6.373559027777778,2015.5,5.93,K1+... ,30.4,0.26,-0.75,HIP79137
HIP79190,242.42739027777776,-56.442777083333326,2015.5,7.11,K3V    ,14.3,-0.14,0.33,HIP79190
HIP79248,242.60212569444442,43.81547916666667,2015.5,6.61,K0V    ,18.1,0.13,-0.3,HIP79248
HIP79492,243.32787916666663,13.5238375,2015.5,6.68,G8V    ,24.3,0.18,-0.42,HIP79492
HIP79537,243.44677430555552,-57.57977569444445,2015.5,7.53,K0V    ,13.7,-0.85,-1.41,HIP79537
HIP79578,243.54904444444443,-31.665295138888887,2015.5,6.55,G1V    ,21.8,-0.08,-0.25,HIP79578
HIP79607,243.66859791666664,33.85800486111111,2015.5,5.23,F8V    ,21.6,-0.27,-0.09,HIP79607
HIP79672,243.90696597222222,-8.3728125,2015.5,5.49,G1V    ,14.0,0.23,-0.5,HIP79672
HIP79702,243.9890618055555,7.353778472222222,2015.5,8.7,K4V    ,25.7,0.17,-0.47,HIP79702
HIP79755,244.17454861111108,67.23921736111112,2015.5,8.61,M0Vvar ,10.6,-0.5,0.09,HIP79755
HIP79762,244.1854493055555,67.25671736111111,2015.5,10.6,M3     ,10.7,-0.49,0.09,HIP79762
HIP79796,244.2730388888889,55.26620277777778,2015.5,9.87,M1.5Ve ,20.6,0.08,-0.44,HIP79796
HIP79822,244.37564374999997,75.75702916666667,2015.5,4.95,F5V    ,29.8,-0.09,0.26,HIP79822
HIP79881,244.57438124999996,-28.6145625,2015.5,4.8,A0V:   ,43.0,-0.03,-0.1,HIP79881
HIP79882,244.5809555555555,-4.692230555555556,2015.5,3.23,G8III  ,32.9,0.08,0.04,HIP79882
HIP79958,244.81624999999997,-55.5045875,2015.5,9.25,K5III  ,27.6,0.0,0.02,HIP79958
HIP80000,244.95892222222218,-50.15561458333333,2015.5,4.01,G8III  ,39.0,-0.16,-0.05,HIP80000
HIP80008,244.9787076388889,39.708333333333336,2015.5,5.48,F3IV-V ,26.8,-0.13,0.0,HIP80008
HIP80018,245.00966597222222,-37.52222013888888,2015.5,10.5,M4     ,8.47,-0.73,0.99,HIP80018
HIP80043,245.0723055555555,-48.23087708333334,2015.5,8.91,K3V    ,25.7,-0.4,-0.79,HIP80043
HIP80093,245.21951597222218,40.962129861111116,2015.5,8.99,M0     ,15.9,-0.01,0.11,HIP80093
HIP80179,245.51683888888886,1.0292256944444442,2015.5,4.82,F0V    ,27.3,-0.16,0.05,HIP80179
HIP80268,245.77930902777774,-24.714302777777778,2015.5,10.2,M2     ,16.8,-0.35,-0.68,HIP80268
HIP80331,245.99778194444443,61.51457083333334,2015.5,2.73,G8III  ,26.8,-0.02,0.06,HIP80331
HIP80337,246.0058881944444,-39.19277777777778,2015.5,5.37,G3/G5V ,12.8,0.07,0.0,HIP80337
HIP80366,246.08101805555555,-13.64308125,2015.5,8.4,K2V    ,21.5,-0.22,-0.21,HIP80366
HIP80459,246.35539652777777,54.30274375,2015.5,10.1,M2     ,6.58,0.43,-0.17,HIP80459
HIP80480,246.4292590277778,78.96428472222223,2015.5,5.55,F0V    ,42.3,-0.11,0.1,HIP80480
HIP80628,246.95036180555553,-8.371734027777778,2015.5,4.62,A3m    ,37.4,-0.07,-0.01,HIP80628
HIP80644,246.98539930555552,7.303526388888889,2015.5,8.83,K5     ,17.7,-0.25,-0.26,HIP80644
HIP80645,246.9890868055555,-64.05757569444444,2015.5,5.28,F4IV   ,40.4,0.05,0.03,HIP80645
HIP80686,247.1184305555555,-70.08342569444444,2015.5,4.9,F9V    ,12.1,0.2,0.11,HIP80686
HIP80725,247.21722569444438,18.41651597222222,2015.5,6.98,K2V    ,19.5,-0.35,0.39,HIP80725
GJ628,247.57481041666662,-12.670238194444446,2015.5,10.1,M3.5V  ,4.26,-0.09,-1.19,GJ628
HIP80925,247.87210347222216,-39.01444513888889,2015.5,7.24,K0V    ,24.6,-0.43,-0.33,HIP80925
HIP81262,248.9591916666666,-53.758561111111106,2015.5,8.78,K4V    ,22.3,-0.12,-0.24,HIP81262
HIP81300,249.09226527777778,-2.3265326388888887,2015.5,5.77,K2V    ,9.77,0.46,-0.31,HIP81300
HIP81348,249.2068736111111,31.093635416666665,2015.5,9.49,K5     ,25.6,0.34,-0.45,HIP81348
HIP81375,249.28560624999997,0.2547055555555555,2015.5,7.09,K0     ,20.1,0.09,0.08,HIP81375
HIP81520,249.76553402777773,-58.26000902777778,2015.5,7.01,G3V    ,21.6,-0.23,-0.29,HIP81520
HIP81657,250.21082083333332,-60.44686041666666,2015.5,6.17,F2III-I,30.7,0.06,-0.07,HIP81657
HIP81813,250.65894722222217,68.10484097222222,2015.5,7.56,K1V    ,24.3,-0.28,0.43,HIP81813
HIP81833,250.7244361111111,38.92168333333333,2015.5,3.48,G8III-I,34.3,0.04,-0.08,HIP81833
HIP81919,250.9841118055555,43.47487361111111,2015.5,8.3,K5     ,27.3,-0.07,-0.06,HIP81919
HIP81935,251.06236527777776,-38.94401527777778,2015.5,7.52,K2V    ,14.3,-0.02,-0.06,HIP81935
HIP82003,251.2763972222222,33.51172638888889,2015.5,8.1,K7V    ,9.77,-0.04,0.38,HIP82003
HIP82020,251.32436874999996,56.78213819444444,2015.5,4.84,F2V    ,26.7,0.03,0.07,HIP82020
HIP82333,252.35359027777776,39.274225,2015.5,9.67,M0     ,22.6,0.1,-0.28,HIP82333
HIP82389,252.52181388888883,18.89980625,2015.5,8.85,K0     ,26.7,-0.04,-0.07,HIP82389
HIP82396,252.53672430555548,-34.294806944444446,2015.5,2.29,K2IIIb ,20.0,-0.61,-0.26,HIP82396
HIP82587,253.2414770833333,31.701531944444444,2015.5,5.34,F0V    ,30.0,-0.09,-0.02,HIP82587
HIP82588,253.24021736111106,-0.03635833333333333,2015.5,6.65,G8V    ,16.9,-0.71,-1.48,HIP82588
HIP82817,253.86440902777775,-8.34203888888889,2015.5,9.02,M3Ve   ,5.73,-0.83,-0.88,HIP82817
HIP82834,253.90900694444446,-32.06972291666667,2015.5,9.58,K4/K5V ,18.6,0.1,-0.33,HIP82834
HIP82860,254.00869999999998,65.13505902777779,2015.5,4.88,F6Vvar ,15.0,0.24,0.05,HIP82860
HIP82926,254.20297152777778,-39.094629861111116,2015.5,11.1,M3Ve+..,14.5,0.07,-0.11,HIP82926
HIP83000,254.4151298611111,9.37493263888889,2015.5,3.19,K2IIIva,26.3,-0.29,-0.01,HIP83000
HIP83006,254.42489027777773,47.36369583333334,2015.5,7.93,K0     ,17.5,-0.14,0.26,HIP83006
HIP83020,254.47065624999993,47.368485416666665,2015.5,7.76,K0     ,17.9,-0.15,0.27,HIP83020
HIP83043,254.53592569444436,25.740453472222224,2015.5,9.7,M2     ,10.3,-0.11,-0.51,HIP83043
HIP83101,254.72723541666662,-39.55685138888889,2015.5,8.33,K3/K4V ,19.1,0.27,0.22,HIP83101
HIP83207,255.07216319444444,30.926590972222225,2015.5,3.92,A0V    ,49.9,-0.05,0.03,HIP83207
HIP83363,255.5675798611111,-61.56961319444444,2015.5,8.74,K3V    ,25.4,-0.05,-0.19,HIP83363
HIP83389,255.652475,47.087392361111114,2015.5,6.76,G8V    ,18.0,0.12,0.85,HIP83389
HIP83431,255.78624999999997,-53.238089583333334,2015.5,5.27,F6V    ,26.3,0.0,-0.17,HIP83431
HIP83451,255.82549166666666,59.58689444444445,2015.5,8.61,K4V... ,25.1,-0.36,0.24,HIP83451
HIP83541,256.11637222222225,-28.58431875,2015.5,6.59,K1V    ,18.0,0.08,-0.27,HIP83541
HIP83591,256.2579694444444,-5.074068055555555,2015.5,7.7,K5V    ,10.7,-0.92,-1.14,HIP83591
HIP83599,256.3013027777777,-5.101778472222222,2015.5,10.0,M0V    ,11.1,-0.92,-1.13,HIP83599
HIP83601,256.3198652777777,0.7002097222222221,2015.5,6.0,F9V    ,20.3,-0.02,-0.34,HIP83601
HIP83608,256.33327847222216,54.470471527777775,2015.5,4.91,F5     ,26.9,-0.07,0.07,HIP83608
HIP83613,256.3449201388888,12.740765972222222,2015.5,4.89,A4IV   ,44.0,0.05,-0.01,HIP83613
HIP83762,256.77808402777777,21.553686805555554,2015.5,11.6,M3     ,13.5,-0.47,-0.03,HIP83762
HIP83846,257.0290020833333,-41.72604444444445,2015.5,8.3,K5V    ,22.5,-0.21,-0.32,HIP83846
HIP83945,257.38347291666656,43.679224999999995,2015.5,11.7,M3     ,7.25,0.33,-0.28,HIP83945
HIP83990,257.54380486111114,-60.724636805555555,2015.5,7.38,K0V    ,13.6,0.07,0.59,HIP83990
HIP83988,257.54435624999996,54.493493055555554,2015.5,8.85,K0     ,21.2,0.09,-0.1,HIP83988
HIP83996,257.5522729166666,54.48925902777778,2015.5,9.34,K8     ,20.8,0.09,-0.11,HIP83996
HIP84012,257.59485277777776,-15.724048611111112,2015.5,2.43,A2.5Va ,25.7,0.04,0.1,HIP84012
HIP84051,257.74456597222223,-52.514199999999995,2015.5,10.0,---    ,12.5,-0.25,0.16,HIP84051
HIP84123,257.96434652777776,-1.8538895833333335,2015.5,11.4,G      ,10.8,-0.53,-0.33,HIP84123
HIP84183,258.1359680555555,62.87450347222222,2015.5,5.54,F0IV   ,41.6,0.02,0.05,HIP84183
HIP84195,258.15734027777773,18.35030277777778,2015.5,7.95,K0     ,20.5,0.1,-0.12,HIP84195
HIP84223,258.2227125,42.32930902777778,2015.5,10.0,M1V:   ,23.8,-1.02,-0.35,HIP84223
HIP84379,258.7577819444444,24.838088888888887,2015.5,3.12,A3IVv S,24.0,-0.02,-0.16,HIP84379
HIP84405,258.8343340277777,-26.610456944444444,2015.5,4.33,K2:III:,5.98,-0.47,-1.14,HIP84405
HIP84478,259.0525999999999,-26.553655555555558,2015.5,6.33,K5V    ,5.96,-0.48,-1.12,HIP84478
HIP84521,259.1689472222222,8.057861805555556,2015.5,11.4,M3.5   ,14.9,-0.28,-0.07,HIP84521
HIP84607,259.4182784722222,29.228426388888884,2015.5,8.43,K2     ,24.0,-0.07,0.22,HIP84607
HIP84616,259.4601347222222,52.44559722222222,2015.5,7.93,K2     ,18.5,0.02,-0.2,HIP84616
HIP84709,259.74607986111107,-34.99032847222222,2015.5,5.91,K4V    ,6.97,1.15,-0.09,HIP84709
HIP84720,259.7728388888889,-46.63537013888889,2015.5,5.47,M0V    ,8.78,1.04,0.11,HIP84720
HIP84790,259.97153680555556,41.708087500000005,2015.5,11.3,M4     ,12.3,0.29,-0.82,HIP84790
HIP84862,260.16594305555554,32.46049444444444,2015.5,5.38,G0V    ,14.3,0.14,-1.04,HIP84862
HIP84893,260.2534180555555,-21.114125,2015.5,4.39,F2/F3V ,17.3,0.26,-0.2,HIP84893
HIP85042,260.71408680555555,-2.3887965277777776,2015.5,6.28,G5IV   ,19.4,0.05,-0.11,HIP85042
HIP85157,261.02723055555555,22.959730555555556,2015.5,5.7,F0IV   ,42.7,-0.04,-0.04,HIP85157
HIP85235,261.24684652777773,67.30666666666666,2015.5,6.44,K0V    ,12.7,-0.53,0.0,HIP85235
HIP85295,261.4344263888888,2.103440277777778,2015.5,7.54,K7V    ,7.71,-0.58,-1.18,HIP85295
HIP85340,261.5925,-24.17608611111111,2015.5,4.16,A3IV:m ,25.6,0.0,-0.12,HIP85340
